lastName,count
ZALESKI,2112
MOSKWA,2111
KULIGOWSKI,2108
PLUCIŃSKI,2108
WIATR,2108
SYNOWIEC,2107
JARECKI,2106
MATYJA,2103
CIEŚLIŃSKI,2102
MĄKA,2102
MAJER,2099
ŁUCZYŃSKI,2097
KUDŁA,2094
BADURA,2093
CYRAN,2093
CZARNY,2092
SARNA,2091
ZATORSKI,2090
BLOCH,2088
BOGACKI,2088
ZAŁĘSKI,2088
PUZIO,2087
KARBOWSKI,2086
WOJNOWSKI,2083
JAKUBCZAK,2078
DUDKIEWICZ,2075
KONDRACKI,2073
SAGAN,2073
ROZMUS,2070
DEPTUŁA,2067
KOSIOR,2067
BAŁDYGA,2066
MIELNIK,2066
KUPCZYK,2065
POPEK,2064
GANCARZ,2062
RUSINEK,2061
SUCHODOLSKI,2061
MROZIŃSKI,2060
SĘKOWSKI,2058
CHRUŚCIEL,2054
TRAWIŃSKI,2054
STACH,2053
KARASIŃSKI,2052
STRZELEC,2051
BĘBEN,2049
KOSIOREK,2049
WIDERA,2049
KUNICKI,2048
MATEJA,2048
BORECKI,2047
BOROWICZ,2047
GRZEGORZEWSKI,2045
MIKOŁAJEWSKI,2045
PRZYGODA,2043
BOCHEŃSKI,2042
PACIOREK,2038
WOLAŃSKI,2038
MIROWSKI,2036
POZNAŃSKI,2033
WĄSOWICZ,2033
KRAWCZYŃSKI,2032
BOGDANOWICZ,2031
FRYDRYCH,2031
KWAŚNIAK,2030
JELONEK,2029
SZMIDT,2029
MYSZKA,2026
SIUDA,2026
GAJOS,2025
KĘPIŃSKI,2023
JÓZEFOWICZ,2021
CZAPSKI,2019
RATAJ,2018
SIWAK,2018
BOIKO,2016
MADEJSKI,2014
PYKA,2012
SAJDAK,2012
BIEGAŃSKI,2011
NIEDŹWIEDŹ,2010
KARWACKI,2009
TOBIASZ,2008
KLIŚ,2007
WOJNAROWSKI,2007
BORUCKI,2006
KROK,2006
BARCZYK,2004
GROMEK,2003
ŁĄCKI,2003
JANIEC,2002
ŻELAZNY,2002
CZAPLICKI,2001
DYLEWSKI,2001
PŁACZEK,2001
BOROWIECKI,1999
FORMELA,1997
OGONOWSKI,1993
ŁUKOMSKI,1992
KUNA,1990
HOFMAN,1986
FABISIAK,1984
JEŻEWSKI,1984
KURKOWSKI,1984
STADNIK,1984
OLEKSIAK,1981
PANKOWSKI,1978
RUSZKOWSKI,1978
BOGUSZEWSKI,1977
KOTARSKI,1977
KUTA,1977
WĄS,1976
KRASOŃ,1973
PIRÓG,1973
PODOLSKI,1972
KUŁAKOWSKI,1971
MYSZKOWSKI,1971
BARTOSIAK,1968
KOSSAKOWSKI,1968
STARZYŃSKI,1968
ZDROJEWSKI,1965
ĆWIEK,1962
MARTYNIUK,1962
MROZIK,1960
SZNAJDER,1960
KUBALA,1957
ZAJKOWSKI,1954
KORCZYŃSKI,1952
CABAN,1950
PIENIĄŻEK,1950
BAŃKOWSKI,1948
SOBKOWIAK,1948
KOCUR,1947
KOTOWICZ,1947
ŁYSIAK,1945
WIKTOR,1944
ZDANOWICZ,1943
LACHOWSKI,1942
SZUMSKI,1941
KASPROWICZ,1940
MISIEWICZ,1940
KOC,1936
HAŁAS,1934
KUŹMIŃSKI,1934
TWOREK,1934
GÓRZYŃSKI,1931
JAROCKI,1931
WIERZBOWSKI,1931
RACHWAŁ,1928
ROLA,1928
JASKUŁA,1927
KISIELEWSKI,1927
OLESZCZUK,1922
PACEK,1922
WLAZŁO,1922
BRYK,1920
GUZEK,1920
OLESIŃSKI,1920
SROCZYŃSKI,1920
LISEK,1919
GLINKA,1917
JANKIEWICZ,1917
ŁATA,1917
BIELICKI,1914
BAJOR,1913
LUBIŃSKI,1913
PISKORSKI,1913
KOŁEK,1912
POKORSKI,1912
ZADROŻNY,1912
TARKOWSKI,1911
JANIKOWSKI,1909
KILIAN,1909
PACH,1909
SKUPIEŃ,1906
TARASIUK,1906
GŁOWACZ,1905
WALKIEWICZ,1903
SKRZYŃSKI,1902
KRASIŃSKI,1901
NYKIEL,1900
BOCIAN,1899
NOCOŃ,1898
BOGUSŁAWSKI,1897
POŚPIECH,1896
ZIAJA,1896
KUPIS,1894
LABUDA,1894
PRZYBYŁEK,1894
GUZOWSKI,1891
IVANOV,1891
ZAJDEL,1891
MARCZYK,1890
WOJEWODA,1890
DAWIDOWICZ,1889
KAWCZYŃSKI,1888
KOCH,1887
PIECHOWIAK,1887
RZEŹNIK,1886
ŻMIJEWSKI,1886
SAWCZUK,1885
MITURA,1884
SKRZYPIEC,1884
TOMASZEK,1884
WYSOKIŃSKI,1884
RYBCZYŃSKI,1881
ŻOCHOWSKI,1881
MATUSZEK,1876
NOSEK,1876
PTASZYŃSKI,1876
STAWSKI,1876
KUŹNIAR,1875
KUBAS,1874
KUPCZAK,1872
GŁUCHOWSKI,1870
NOWOSIELSKI,1870
JACH,1869
GONDEK,1868
SAMBORSKI,1867
CHOIŃSKI,1866
KICIŃSKI,1866
OLEK,1866
MROZOWSKI,1865
ZWIERZCHOWSKI,1865
MAĆKOWSKI,1864
MIELEWCZYK,1863
KARPOWICZ,1854
BUDNIK,1852
STANKOWSKI,1852
KULKA,1850
OZIMEK,1850
CYWIŃSKI,1849
ŁUKASIAK,1849
ŁUKAWSKI,1847
DZIĘCIOŁ,1846
DZIK,1845
MARCZUK,1844
WOJNAR,1843
ŻBIKOWSKI,1843
CISZEK,1842
CHOLEWIŃSKI,1840
DRZAZGA,1839
SZMYT,1838
JODŁOWSKI,1836
HEBDA,1835
SOJA,1834
CISEK,1833
SOSNA,1833
POŁEĆ,1832
BORAWSKI,1831
BOROWY,1830
KOZUB,1830
SPYCHALSKI,1829
SŁOWIKOWSKI,1828
ANIOŁ,1826
ROZWADOWSKI,1826
SOBIERAJSKI,1826
ZABIELSKI,1826
PAWŁOWICZ,1825
CAŁKA,1824
ROGUSKI,1822
WOŹNICKI,1822
BIEDRZYCKI,1821
SZEWC,1820
HINC,1818
SUŁEK,1818
GRABIEC,1817
ABRAMCZYK,1815
SŁOTA,1813
KUCZERA,1811
ŁOBODA,1810
DOMINIK,1805
PIWOŃSKI,1804
PŁACHTA,1804
KOBIELA,1802
KUKLIŃSKI,1801
PLATA,1800
FORTUNA,1799
SHEVCHUK,1798
ADAMCZUK,1797
GAWŁOWSKI,1797
BARCZAK,1794
TABAKA,1794
STAWARZ,1792
KNOP,1791
PIASKOWSKI,1786
WINKLER,1784
SHEVCHENKO,1783
GAWĘDA,1781
ROMAŃCZUK,1781
GIERSZEWSKI,1780
PATYK,1779
LISZEWSKI,1778
FORNAL,1777
SKUZA,1777
KALISZEWSKI,1776
MACIEJCZYK,1776
KOPKA,1775
LASKA,1775
PAWLACZYK,1774
WALICKI,1774
STARCZEWSKI,1773
DYBOWSKI,1772
DURAJ,1771
JAKUBIK,1770
GÓRCZYŃSKI,1769
KUŚNIERZ,1768
PRZYBYLAK,1768
ROWIŃSKI,1767
KĘDZIA,1766
MOKRZYCKI,1766
KOZIKOWSKI,1764
ABRAMOWICZ,1763
PŁÓCIENNIK,1763
FLORCZYK,1762
KURIATA,1762
PRZYBYŁO,1761
GIBAS,1760
ROGULSKI,1760
WICHER,1760
WOJTYSIAK,1760
BANASZKIEWICZ,1759
JANECKI,1758
DZIĘGIELEWSKI,1757
POPIEL,1754
FILIPOWSKI,1752
KĘDRA,1752
POLOK,1752
RYNKIEWICZ,1750
POLKOWSKI,1747
CELIŃSKI,1745
PAWEŁEK,1745
GUTKOWSKI,1743
MIŁEK,1743
DOPIERAŁA,1742
SIEMIŃSKI,1742
IGNACZAK,1741
KWAŚNIK,1741
PŁUCIENNIK,1741
MARCINEK,1740
DĘBIŃSKI,1739
STAWIARSKI,1738
MELLER,1737
MOMOT,1736
JASIAK,1735
POKORA,1735
ŁADA,1732
DEPTA,1731
KULCZYCKI,1729
WALASEK,1729
CZARNOWSKI,1727
LEJA,1727
WIATROWSKI,1727
ĆWIKŁA,1726
WILKOWSKI,1726
ŻACZEK,1725
PIECUCH,1724
ZELEK,1724
ADAMKIEWICZ,1723
SWOBODA,1723
SZCZĘCH,1723
KLIMOWICZ,1722
ŁUKOWSKI,1722
BARSZCZEWSKI,1720
PIWKO,1720
ANDRZEJAK,1718
PAWLUS,1718
WARDA,1718
PIEKARCZYK,1717
KOSEK,1715
ZIENKIEWICZ,1715
KOVAL,1713
PANKIEWICZ,1713
CABAJ,1712
LUPA,1711
KRYGIER,1709
POŹNIAK,1709
FORYŚ,1707
KUKUŁA,1707
MIODUSZEWSKI,1707
OBARA,1706
BINKOWSKI,1705
JANUSZKIEWICZ,1705
PNIEWSKI,1705
BIŃKOWSKI,1704
FILA,1703
BODNAR,1702
MIAZGA,1702
PUSTELNIK,1702
SZEWCZAK,1702
WALASZCZYK,1702
ZDANOWSKI,1702
JUREWICZ,1701
SOBALA,1701
CHRZĄSZCZ,1700
FRĄCKIEWICZ,1700
DEMBIŃSKI,1699
JAROSIŃSKI,1698
SAŁATA,1698
GIERCZAK,1697
KALICKI,1697
SOŁTYSIK,1695
KLICH,1694
KUFEL,1694
MOSZCZYŃSKI,1694
SIEŃKO,1694
GOŁDA,1692
JANOWICZ,1691
CHMIELECKI,1690
PIETRUCHA,1690
ZAWADKA,1690
KOWNACKI,1689
PLISZKA,1689
SOBIECH,1688
STEFANOWSKI,1688
BALIŃSKI,1687
NIZIOŁEK,1686
KRZEMIEŃ,1685
JASEK,1684
WSZOŁEK,1684
KOWALKOWSKI,1683
ŻABIŃSKI,1683
NARLOCH,1682
BONDARENKO,1681
KLIMCZYK,1681
MATYSEK,1679
DANILUK,1677
KUR,1675
LENARTOWICZ,1675
SAS,1675
BADOWSKI,1674
KACPERSKI,1673
GŁUSZEK,1672
KOŻUCH,1672
GONTARZ,1671
KRZYŻANIAK,1671
MOŚCICKI,1671
BIENIAS,1670
MRUK,1670
CHLEBOWSKI,1669
ZIOBRO,1669
KOŚCIELNY,1668
KWAPISZ,1667
MAŁACHOWSKI,1666
SZPAKOWSKI,1666
TERLECKI,1666
KOŚMIDER,1664
SZYDŁO,1664
BĄCZKOWSKI,1663
OPALIŃSKI,1663
SASIN,1663
KLESZCZ,1661
ŚWITALSKI,1661
SKRZYPCZYK,1660
KORALEWSKI,1659
PIKUŁA,1659
CHUDZIŃSKI,1657
SAŁEK,1657
BONIECKI,1656
SAMSEL,1656
PIECHOWSKI,1655
KAZIMIERSKI,1654
SKOTNICKI,1653
SZMIT,1653
BARTOSZEWICZ,1652
SINGH,1652
JASIK,1651
WOLANIN,1649
SAK,1648
BROŻYNA,1647
LIGĘZA,1647
BARTOSZ,1646
MLECZKO,1644
PEPLIŃSKI,1644
GŁODEK,1642
ISKRA,1642
SOLARZ,1641
BĘBENEK,1639
CZERNIAWSKI,1638
GRABIŃSKI,1637
PARZYCH,1637
GWIZDAŁA,1636
PIELA,1635
FICEK,1633
GAWRYŚ,1633
KASIŃSKI,1631
RYSZKA,1631
CZOP,1630
PASIEKA,1630
SARNECKI,1630
WANAT,1629
IDZIKOWSKI,1628
KAIM,1628
RUTA,1626
STASIK,1626
ŚWIĘCICKI,1626
PAWEŁCZYK,1625
KOPIEC,1621
KUŁAGA,1621
SOROKA,1618
KLIMKIEWICZ,1617
KOVALENKO,1616
NIEDBAŁA,1616
MANIA,1615
SIWIŃSKI,1615
ZDUŃCZYK,1615
KRZYSZTOFIK,1612
BAŃKA,1611
ROSTKOWSKI,1611
IGNASIAK,1610
BAJER,1609
OCHMAN,1609
CICHOWSKI,1608
PIECHA,1608
RZEPA,1606
SADŁOWSKI,1606
LECHOWICZ,1605
KONKOL,1602
URBANIK,1602
BARNAŚ,1600
DRAB,1600
MATKOWSKI,1599
OKOŃSKI,1599
PONIATOWSKI,1599
KOSAKOWSKI,1598
ANTONIUK,1597
GÓRNIK,1596
OLEJARZ,1596
CIEŚLAR,1594
JURGA,1594
ŚWINIARSKI,1594
BIL,1593
KARWAT,1593
ORLIŃSKI,1593
PALKA,1593
MICHALEC,1592
JAWOROWSKI,1591
KŁAK,1591
KOSECKI,1591
DRAGAN,1590
SZYMURA,1589
SZYMBORSKI,1588
POLAKOWSKI,1585
KUŹNIK,1584
BORZĘCKI,1581
MAJCHROWSKI,1581
BASIŃSKI,1580
BŁASIAK,1580
BABIŃSKI,1579
DOMARADZKI,1579
TARGOSZ,1579
BOMBA,1578
PRUSAK,1578
SYPNIEWSKI,1578
BOCZEK,1577
SZCZĘŚNIAK,1577
ŻYDEK,1577
GRUSZECKI,1575
MACIAK,1575
WĄTROBA,1575
ORLIK,1574
ULATOWSKI,1574
CIESZYŃSKI,1573
GRAD,1573
JABŁONOWSKI,1573
KIERZKOWSKI,1573
ROJEWSKI,1573
JURASZEK,1572
DOMIN,1571
PORADA,1570
MACHAJ,1569
SŁABY,1569
WINIARCZYK,1568
ŁOZIŃSKI,1567
PRZYBOROWSKI,1567
CZARNIK,1566
KACPRZYK,1566
WILCZAK,1566
KIM,1564
ZARZECKI,1564
SADKOWSKI,1563
KANTOR,1561
PALIWODA,1559
KISZKA,1557
BRZÓSKA,1556
KRYŃSKI,1556
ŁUKASZCZYK,1555
GAWIN,1552
CHĘCIŃSKI,1551
STEFANOWICZ,1551
JAGIEŁA,1550
MYŚLIŃSKI,1549
DUTKA,1547
JARZĄB,1547
KASPRZYCKI,1547
KĄDZIELA,1546
MUSIELAK,1546
SÓJKA,1546
SPYRA,1544
TYSZKA,1544
KUSTRA,1543
MIERNIK,1543
SUSZEK,1543
LEWKOWICZ,1542
KLEPACKI,1541
SKOCZEŃ,1541
GŁUCH,1540
KORYCKI,1540
MRÓWKA,1540
WAWER,1540
WOJTAŚ,1540
MAKSYMIUK,1539
TOCZEK,1538
JAGŁA,1536
JASZCZUK,1536
GRALAK,1533
KĄDZIOŁKA,1533
NAPORA,1533
WIKTOROWICZ,1533
BOCZKOWSKI,1532
KARBOWIAK,1532
WACHOWICZ,1532
ZĄBEK,1532
GIEMZA,1531
BAŁA,1528
KRZYWDA,1528
JÓZEFIAK,1527
CHMIELOWIEC,1526
CICHECKI,1526
PIETRASIK,1525
JARZYNA,1524
MICKIEWICZ,1524
PŁOTKA,1523
SUKIENNIK,1523
WRONKA,1522
NIKIEL,1521
SABAT,1521
SUDER,1521
OLIINYK,1520
GALANT,1518
ŚWISTAK,1517
WALA,1515
LIPOWSKI,1511
KACZMARZYK,1510
KOTECKI,1510
BRYL,1509
OSIAK,1509
SKWARA,1509
BYKOWSKI,1508
FIRLEJ,1508
KLOCEK,1508
MOCZULSKI,1508
SOBIECKI,1507
KUŚMIERCZYK,1506
CZERNIK,1505
KOCOT,1505
GŁÓD,1504
GRALA,1504
KONIK,1503
SUWAŁA,1503
BRZOSTEK,1502
KALEMBA,1502
STEFAŃCZYK,1502
GĘBALA,1501
KOCIOŁEK,1501
TAŃSKI,1501
CHRZAN,1500
POLOCZEK,1497
CISOWSKI,1495
DYRDA,1494
KOPERSKI,1494
CIOSEK,1492
SOBOL,1491
SŁOMSKI,1490
BIAŁOWĄS,1489
POGODA,1489
JOPEK,1488
MNICH,1488
KUŚMIERZ,1484
LANGNER,1484
PIETKIEWICZ,1484
RODZIEWICZ,1484
PODOLAK,1483
PRZYTUŁA,1483
ANTOSIK,1481
TYSZKIEWICZ,1479
BALCER,1478
ORLIKOWSKI,1478
ŻYWICKI,1478
STAŚKIEWICZ,1477
DEJA,1476
KRZYŻAK,1476
BĘDKOWSKI,1475
ANDRUSZKIEWICZ,1472
GOŁDYN,1472
PIÓRO,1472
CZERNECKI,1471
DMOCHOWSKI,1471
PŁAZA,1471
WOJTALA,1471
BATKO,1470
CHROSTOWSKI,1470
KRYSZTOFIAK,1470
SZYSZKO,1470
ZYŚK,1468
KWIDZIŃSKI,1467
MIOTK,1467
SIWIK,1467
CIECHANOWSKI,1466
PABIAN,1466
SZMIGIEL,1466
WŁODARCZAK,1466
PAWLUK,1465
GRZESZCZAK,1464
BAJOREK,1463
JAŃCZAK,1463
TKACHENKO,1463
CHYŁA,1462
KUŁAK,1462
PODSIADŁY,1462
ROKOSZ,1462
KRZYWICKI,1461
BOLEK,1460
GRĄDZKI,1460
RADZIK,1460
KOTWICA,1459
SZERSZEŃ,1459
ŁĘCKI,1458
GINTER,1457
PIETRASZEK,1457
STRUZIK,1456
TĘCZA,1456
RAPACZ,1455
KASZA,1454
GODEK,1453
MICHNA,1453
PACHOLSKI,1453
PIETRUSZEWSKI,1453
BUTKIEWICZ,1452
FILIPKOWSKI,1452
TKACHUK,1452
JAREK,1451
JAŻDŻEWSKI,1451
KRYNICKI,1451
MĄCZYŃSKI,1451
FEDOROWICZ,1450
KRUPSKI,1450
KURZEJA,1447
ŻÓŁTOWSKI,1447
NGUYỄN,1446
ZAWIERUCHA,1446
KRET,1445
OBRĘBSKI,1445
MALCZYK,1444
PRZYWARA,1444
PAWELCZYK,1443
PYTLIK,1443
BRZOZA,1442
TYCZYŃSKI,1441
TALAGA,1440
GOŁAWSKI,1439
KARBOWNIK,1439
MUZYKA,1439
MISZCZUK,1437
PUDŁO,1437
MIŁKOWSKI,1436
WASIK,1436
WOŁOWIEC,1436
DZIUBEK,1435
FISZER,1435
KOCIK,1435
DUDKA,1433
ŁASKI,1431
KUCZKOWSKI,1430
PIEKUT,1429
STARZYK,1429
WENTA,1429
DEREŃ,1428
KORCZ,1427
GORZKOWSKI,1426
ŁAGOWSKI,1426
WASILUK,1426
RUSIECKI,1425
BARTOSZEWSKI,1423
BOROWIK,1423
KOTAS,1423
STAROSTA,1423
ŚWIDEREK,1423
WEGNER,1423
STANIK,1422
PAŁASZ,1418
TARNAWSKI,1418
BARTKIEWICZ,1417
BARYŁA,1417
BRZEZICKI,1417
FRANCZYK,1417
GOŹDZIK,1417
PASZKO,1416
GRUBA,1415
KAPAŁA,1414
PTASZEK,1414
KUKIEŁKA,1413
SZCZEPKOWSKI,1413
KACZKOWSKI,1412
JEDLIŃSKI,1411
MŁYŃSKI,1410
STEFANIUK,1410
GÓŹDŹ,1409
KOSICKI,1409
KURPIEWSKI,1408
ZWIERZYŃSKI,1408
GUCWA,1406
WASZCZUK,1406
ŻABA,1406
ŁOJEK,1405
NIEWĘGŁOWSKI,1404
GÓRNICKI,1403
KMITA,1403
REGULSKI,1403
KUBIŃSKI,1402
SOBECKI,1402
SADŁO,1401
STRZYŻEWSKI,1400
WIERZBA,1400
JANCZEWSKI,1398
ROGACKI,1398
KOCOŃ,1396
SULIMA,1395
ŻĄDŁO,1395
NĘDZA,1394
GRONOWSKI,1393
NOWIK,1393
NOWOSAD,1393
SZABLEWSKI,1393
CHMIELOWSKI,1391
LIPA,1391
GĘBSKI,1390
MIELNICZUK,1389
BURAK,1388
KIEDROWSKI,1388
STOLAREK,1387
CZECHOWICZ,1386
LESIŃSKI,1386
BARTOS,1385
PAKULSKI,1385
PTASIŃSKI,1385
CHODOROWSKI,1384
GNIADEK,1384
SKOCZEK,1384
ZIÓŁEK,1384
ŻYGADŁO,1384
KONIOR,1383
SKRZYNIARZ,1383
SMAGA,1383
GOLIK,1382
PAŁYS,1382
JURA,1381
KURDZIEL,1381
MALIŃSKI,1381
SCHULZ,1381
WIEWIÓRA,1381
CIEPLIŃSKI,1380
MAKOWIECKI,1380
RAWSKI,1380
KRAWCZAK,1379
JĘDRZEJAK,1378
RAFALSKI,1378
FĄFARA,1377
MULLER,1377
LIBERA,1376
RICHTER,1375
BLICHARZ,1374
LISIAK,1373
MACHURA,1373
SZAŁKOWSKI,1373
DMOWSKI,1371
KROPIDŁOWSKI,1371
MATUSZCZYK,1371
CEGIELSKI,1370
SAWA,1370
SZCZECIŃSKI,1370
WALKOWSKI,1369
DRĄŻEK,1368
FRYC,1367
IDZIAK,1367
OLKOWSKI,1367
PERZ,1367
ROMANOWICZ,1367
SAKOWICZ,1367
JAMROZIK,1366
KASZUBOWSKI,1366
ŚMIAŁEK,1366
WIĘCŁAW,1363
KOBIAŁKA,1362
MARSZAŁ,1362
RZESZUTEK,1362
SARZYŃSKI,1362
KIJEWSKI,1361
JARZYŃSKI,1360
KĘSKA,1360
STARZEC,1360
KARP,1358
PROKOPOWICZ,1358
BRYŚ,1356
JELIŃSKI,1356
MOŻDŻEŃ,1356
ŚMIETANA,1356
JAKUBEK,1355
MIGDAŁ,1355
WĄCHAŁA,1354
KMIECIAK,1353
MRÓWCZYŃSKI,1352
CZEKAŁA,1351
STYŚ,1351
ZAMOJSKI,1351
BONDAR,1350
KONIECZKA,1350
MAGDZIARZ,1350
WAŻNY,1350
AUGUSTYNOWICZ,1348
KOŁTUN,1348
WOJTAL,1347
BUJNOWSKI,1346
SULEJ,1346
PALACZ,1345
DĘBEK,1344
KRYCZKA,1344
MAŁKIEWICZ,1344
STROJNY,1344
DZIADOSZ,1343
KRASNODĘBSKI,1342
NIEWIŃSKI,1342
OPAŁKA,1342
SZREDER,1342
SKARŻYŃSKI,1341
MARCZYŃSKI,1340
WALCZUK,1340
MADEJA,1337
WOJCIESZAK,1337
BRZÓZKA,1336
CZEKALSKI,1336
BIGOS,1335
GAPIŃSKI,1335
SZYMKIEWICZ,1335
KOTŁOWSKI,1333
BORUTA,1332
DZIUBIŃSKI,1332
GRZEGOREK,1332
KARASIEWICZ,1332
STACHYRA,1332
WĄDOŁOWSKI,1331
KOCHAN,1330
NIEDŹWIEDZKI,1330
RYDZ,1329
STRZAŁKA,1329
LUBAŃSKI,1328
MICHNIEWICZ,1328
ŻUROWSKI,1328
PACYNA,1327
RUSAK,1327
DANIELEWICZ,1326
KAPŁON,1326
BACZEWSKI,1325
GĘBKA,1325
LANGER,1325
ŚWIĘTEK,1325
BŁAŻEJCZYK,1324
CYBULA,1324
CZOPEK,1324
FIJOŁEK,1324
ŁUKASZUK,1324
KOLIŃSKI,1323
DZWONKOWSKI,1322
ŁUPIŃSKI,1322
MIŁOSZ,1321
MURZYN,1320
CZARKOWSKI,1319
GACA,1319
RĘBISZ,1319
BIZOŃ,1318
BŁOCH,1318
KRAVCHENKO,1318
KULAK,1318
RADZIEJEWSKI,1318
WOLF,1318
GRAJEWSKI,1315
SIEKIERSKI,1315
ZANIEWSKI,1315
SIELSKI,1314
MATUŁA,1313
PAŁCZYŃSKI,1313
STRÓŻYK,1313
WOŁEK,1313
KOŹLIK,1312
POLISHCHUK,1312
KRAUS,1311
GUZY,1310
PSZCZÓŁKOWSKI,1308
DOROSZ,1307
JAWOREK,1307
SOKALSKI,1307
STĘPIŃSKI,1307
FURMANEK,1306
STASIUK,1306
KRYSIŃSKI,1304
MAŚLAK,1304
PAROL,1303
MIKRUT,1302
WOCH,1302
CIECIERSKI,1301
OKRÓJ,1301
HAWRYLUK,1300
GOŚCINIAK,1299
SŁOMA,1299
BAJ,1298
KURZYŃSKI,1298
OCZKOWSKI,1298
OLSZOWY,1298
SKAWIŃSKI,1298
KŁYS,1297
MAZGAJ,1297
PUDEŁKO,1297
SURMACZ,1297
SKÓRKA,1295
GREŃ,1294
JAROSZEWICZ,1294
MICHTA,1294
CZERSKI,1293
GROMADZKI,1293
GRZĘDA,1293
KLIMKOWSKI,1293
KUMOR,1293
LATOS,1293
TYBURSKI,1293
WALASZEK,1293
WYKA,1293
DOBEK,1291
FIC,1291
GAIK,1290
ŚMIGIEL,1290
JANECZKO,1289
KARCZMARCZYK,1289
KULCZYŃSKI,1288
PRUSZYŃSKI,1288
JUSZKIEWICZ,1286
ARCISZEWSKI,1284
PALUSZKIEWICZ,1284
RYGIELSKI,1284
ADAMOWSKI,1283
BAR,1283
BUCZAK,1283
GRZANKA,1283
LIZAK,1283
MATYS,1283
POTRYKUS,1283
GALUS,1282
RADOŃ,1282
WOJTKIEWICZ,1282
SIECZKA,1279
GRUCHAŁA,1278
JAROSZEK,1278
PADUCH,1278
REKOWSKI,1278
GALA,1277
PASTUSZAK,1277
PELCZAR,1277
SŁUPSKI,1276
KONEFAŁ,1275
RYCHTER,1275
BARSKI,1274
JANOTA,1274
CHABOWSKI,1273
KALATA,1273
BIEGUN,1272
POTOCZNY,1272
GAŁEK,1271
ROSÓŁ,1271
KABAT,1269
KUBAT,1269
CIURA,1268
TKOCZ,1268
KUĆ,1267
STANIEK,1267
BABICZ,1266
BACH,1266
BARTYZEL,1265
NOGAJ,1265
GÓRAK,1264
NAKONIECZNY,1264
KOLANO,1263
BISKUPSKI,1262
KIJAK,1262
REK,1262
SIEK,1262
TARCZYŃSKI,1261
CIUPA,1260
FIEDOROWICZ,1260
ŁOPATA,1260
PŁOŃSKI,1260
STOPKA,1260
KOTULA,1259
ŁABĘDZKI,1259
POMORSKI,1259
SKÓRSKI,1259
ŻYŁKA,1259
SZYMONIAK,1257
DOLECKI,1256
BRZYSKI,1255
MIGAS,1255
NAWARA,1255
PALA,1255
POWROŹNIK,1255
RUTKA,1255
SOSZYŃSKI,1255
KUPKA,1254
BŁASZKOWSKI,1253
OCHOCKI,1253
RAJSKI,1253
KLECHA,1252
KARDAS,1250
CEGLAREK,1249
WALTER,1249
BONK,1248
JASZCZAK,1247
KWIEK,1246
BUCKI,1245
ŁUNIEWSKI,1245
WENCEL,1245
CIBOROWSKI,1244
GURGUL,1244
MARCHLEWSKI,1244
PRZYBYŁOWSKI,1244
GŁĘBOCKI,1243
SOBIESKI,1243
DRZYMAŁA,1241
BAZAN,1240
GARBOWSKI,1240
KASPERCZYK,1240
KARDASZ,1239
WRZESZCZ,1239
BRODZIŃSKI,1238
GRADOWSKI,1238
SMOLAK,1238
IDZIK,1236
FOLTYN,1234
KUBIŚ,1234
MARCISZ,1234
RACZEK,1234
SITKOWSKI,1234
FIGURSKI,1233
HUK,1233
KUBERA,1233
MACIOŁEK,1233
WOŹNICZKA,1233
BRZOSTOWSKI,1232
HOPPE,1232
KOCJAN,1232
NIZIOŁ,1232
RÓŻALSKI,1232
WISZOWATY,1232
ZACHARSKI,1232
BAKALARZ,1231
CZARNIECKI,1231
STYCZEŃ,1231
TREDER,1231
WAJS,1231
DUDZIC,1230
WIERCIŃSKI,1230
BĄCZYK,1229
ZIEMIŃSKI,1229
KOPAŃSKI,1228
KRAMARZ,1228
SOLIŃSKI,1228
DOMBROWSKI,1226
KLUCZYŃSKI,1226
PAŹDZIOR,1226
SMOLARCZYK,1225
FRONTCZAK,1223
KONARZEWSKI,1222
STRĄCZEK,1221
DURKA,1220
RUSZCZYK,1220
GRĘDA,1219
JAROMIN,1219
JARZĘBSKI,1218
SZABŁOWSKI,1218
ZAPART,1218
GAŁKOWSKI,1217
MASTERNAK,1217
KURAS,1216
BANASZCZYK,1215
FOJCIK,1215
GRZYWA,1215
KONKEL,1215
RAJEWSKI,1215
DOMŻALSKI,1214
WEISS,1214
ŁOJEWSKI,1213
RADWAN,1213
SZYDLIK,1213
BUJALSKI,1212
SIDOROWICZ,1212
SULEWSKI,1212
SZARY,1212
FALKIEWICZ,1211
MAZUROWSKI,1210
STRUGAŁA,1210
TALAREK,1210
WIĘCH,1209
BYCZKOWSKI,1208
JAKUBOWICZ,1208
KUCIA,1207
MRZYGŁÓD,1207
PROKOPIUK,1207
BUDZIK,1206
MROŻEK,1206
GRODZICKI,1205
KOSIBA,1205
LEHMANN,1205
LENKIEWICZ,1205
STAŃKO,1205
BERNAŚ,1204
BRODZIAK,1202
GOS,1202
KACZOREK,1201
KOTLIŃSKI,1201
SZLACHETKA,1201
ŚWIĘCH,1201
JANIA,1200
MICHALCZUK,1200
RYCZEK,1200
WAŚKO,1200
DYL,1198
LANGOWSKI,1198
MAĆKIEWICZ,1198
LAZAR,1197
MATRAS,1197
ZABORSKI,1197
PYTLAK,1196
TRZASKOWSKI,1196
MIKOS,1195
TOMASIAK,1195
GRZESZCZUK,1194
KEMPIŃSKI,1194
SKRODZKI,1194
CHORĄŻY,1193
